region,cluster,Resource,Resource_Type,MGA,R_ID,Zone,LDS,CapRes_1,ESR_1,ESR_2,Existing_Cap_MW,Existing_Charge_Cap_MW,Existing_Cap_MWh,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Charge_Cap_MW,Max_Charge_Cap_MW,Min_Cap_MWh,Max_Cap_MWh,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Max_Flexible_Demand_Advance,Max_Flexible_Demand_Delay,Flexible_Demand_Energy_Eff,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,MinCapTag_1,MinCapTag_2,MinCapTag_3
PJM_ATSI,1,7657_G_1,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.8,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_ATSI,1,7657_G_2A,conventional_hydroelectric,1,1,9,1,0.8,0,1,1,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_ATSI,1,7657_G_3A,conventional_hydroelectric,1,1,9,1,0.8,0,1,1,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_ATSI,1,7657_G_4,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.8,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_ATSI,1,7657_G_5,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.8,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_ATSI,1,7657_G_6,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.1,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,7594_G_1,conventional_hydroelectric,1,1,9,1,0.8,0,1,21,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,7594_G_2,conventional_hydroelectric,1,1,9,1,0.8,0,1,21,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,7807_G_3,conventional_hydroelectric,1,1,9,1,0.8,0,1,1,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,7807_G_4,conventional_hydroelectric,1,1,9,1,0.8,0,1,1,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_PENE,1,8225_G_3,conventional_hydroelectric,1,1,9,1,0.8,0,1,30,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_COMD,1,903_G_1,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.6,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_COMD,1,903_G_2,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.5,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,986_G_1,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.6,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,986_G_2,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.4,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,986_G_3,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.4,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,989_G_H1E,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.5,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,989_G_H1W,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.5,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,989_G_H2W,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.5,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,989_G_H3W,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.5,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,989_G_H4W,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.5,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,989_G_H5W,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.5,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,989_G_H6E,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.5,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
PJM_West,1,989_G_H6W,conventional_hydroelectric,1,1,9,1,0.8,0,1,0.5,0,0,0,0,0,0,0,-1,0,-1,0,46475,0,0,0,0,0,0,0,0,9.12,None,0.117,0,1,1,1,0,0,0,0,1,0.083,0.083,0,0,0.006916667,0.013833333,0,0,0,0,0
